timestamp,economy,jobs,Income tax,nuclear warfare,missiles,energy,Terrorism ,Tropical cyclone,unemployment,military,Substance Abuse,immigration,gun violence,gun control,wages,security,trade,education,Murder,police,women's rights,War in Afghanistan,Health Care,Petroleum,Global warming
us 2016-01-12T02:25:00Z,1422.449814,40895.43216,800.12802,177.806227,444.515567,4222.897886,711.224907,355.612454,2800.448072,5023.025906,266.70934,1911.416938,88.903113,800.12802,1466.901371,1466.901371,3778.382319,6623.281947,11201.79229,5378.63836,222.257783,44.451557,1955.868495,2533.738732,311.160897
us 2016-01-12T02:26:00Z,1334.964957,39870.95339,1423.962621,44.498832,177.995328,3292.913561,978.974302,667.482479,2892.424074,5161.864501,355.990655,2269.440427,177.995328,756.480142,711.98131,2580.932251,3826.899544,6541.32829,10457.2255,5962.843475,177.995328,0,2803.42641,2224.941595,578.484815
us 2016-01-12T02:27:00Z,1159.081835,41641.08816,944.437051,42.928957,257.573741,3305.529679,601.005396,386.360612,2275.234714,5237.332738,257.573741,2017.660973,85.857914,472.218526,1287.868706,1888.874102,3777.748204,6611.059358,10174.16278,5494.906479,300.502698,0,2060.58993,2361.092628,257.573741
us 2016-01-12T02:28:00Z,1472.784176,40542.47551,818.213431,0,81.821343,3722.871111,654.570745,777.302759,3559.228425,4950.191257,204.553358,1718.248205,40.910672,613.660073,1145.498803,2168.265592,3968.33514,6750.260806,11004.97065,5441.119316,327.285372,0,2413.729621,2863.747008,286.374701
us 2016-01-12T02:29:00Z,1341.637937,40371.10518,731.802511,0,284.589865,3089.832824,731.802511,650.491121,3333.766994,3780.97964,284.589865,2236.063228,81.31139,447.212646,1260.326547,3049.177129,4553.437846,7033.435244,10326.54654,4838.027711,365.901255,40.655695,2479.997398,2479.997398,121.967085
us 2016-01-12T02:30:00Z,1171.651066,43100.02134,753.204256,0,83.689362,3514.953197,753.204256,585.825533,3389.419154,3640.487239,209.223405,2259.612769,83.689362,753.204256,1171.651066,1590.097875,3682.33192,7406.508522,8996.606396,5439.808519,125.534043,41.844681,2134.078727,2092.234046,292.912766
us 2016-01-12T02:31:00Z,1424.230915,41734.28167,1424.230915,0,129.475538,3754.790595,474.743638,690.536201,3236.888444,4402.168284,215.792563,1467.389428,43.158513,906.328764,690.536201,2373.718192,3970.583158,6344.30135,10746.46963,6344.30135,302.109588,43.158513,2718.986293,3021.095881,517.902151
us 2016-01-12T02:32:00Z,1008.347363,42131.38328,745.300224,0,87.682379,4427.960157,701.459035,482.253086,2279.741863,4910.213244,306.888328,1885.171156,43.84119,482.253086,1227.553311,2367.424242,4252.595398,6488.496072,9645.061728,4997.895623,87.682379,87.682379,2367.424242,2411.265432,526.094276
us 2016-01-12T02:33:00Z,1415.822893,40672.73039,1029.689377,0,171.614896,3217.779303,429.03724,600.652137,3260.683027,4848.120817,343.229792,2188.089926,128.711172,557.748413,1029.689377,2316.801098,4247.46868,6778.788399,9267.204393,5577.484126,343.229792,85.807448,1973.571306,3217.779303,386.133516
us 2016-01-12T02:34:00Z,1247.012366,39405.59077,914.475735,83.134158,124.701237,3325.36631,623.506183,332.536631,1828.95147,4406.110361,290.969552,1912.085628,83.134158,623.506183,831.341577,1995.219786,4073.57373,6276.62891,10059.23309,5860.958121,332.536631,41.567079,1704.250234,2244.622259,166.268315
us 2016-01-12T02:35:00Z,836.291715,41730.95659,1254.437573,0,41.814586,3386.981447,669.033372,501.775029,3303.352275,4725.048191,209.072929,1881.656359,41.814586,710.847958,1212.622987,2634.318903,4934.12112,5603.154492,10286.3881,5728.59825,125.443757,41.814586,2550.689732,2299.802217,376.331272
us 2016-01-12T02:36:00Z,1261.55373,39066.11383,883.087611,0,168.207164,4962.111336,841.03582,462.569701,2607.211041,4415.438054,168.207164,2439.003877,84.103582,420.51791,798.984029,2018.485967,5214.422082,6644.182976,10428.84416,5172.370291,252.310746,0,2439.003877,2270.796713,294.362537
us 2016-01-12T02:37:00Z,871.991629,40373.21242,1089.989536,43.599581,261.597489,3139.169864,610.39414,523.194977,2397.976979,5144.75061,523.194977,1089.989536,43.599581,305.19707,523.194977,2441.576561,3836.763167,7542.72759,10333.1008,4229.1594,305.19707,0,1961.981165,2310.777817,217.997907
us 2016-01-12T02:38:00Z,1131.487558,39515.02703,957.412549,0,43.518752,3350.943922,826.856292,174.075009,2567.606382,5222.250268,130.556257,2175.937612,0,609.262531,1044.450054,2132.418859,3960.206453,5787.994047,10836.16931,5483.362781,348.150018,43.518752,2567.606382,2915.756399,217.593761
us 2016-01-12T02:39:00Z,1231.108847,39989.81151,849.040584,84.904058,254.712175,3820.682629,721.684497,679.232467,2844.285957,4372.559008,212.260146,1570.725081,0,764.136526,1146.204789,2547.121752,4415.011038,6707.420615,11079.97962,5051.791476,297.164204,42.452029,2249.957548,1698.081168,339.616234
us 2016-01-12T02:40:00Z,1147.889114,41406.00018,1393.865353,81.99208,245.976239,3033.706944,737.928716,573.944557,3525.659421,4304.584177,204.980199,2131.794069,163.984159,532.948517,1065.897034,1762.829711,4345.580217,5124.504973,10371.99807,5206.497052,204.980199,0,2213.786148,2869.722785,368.964358
us 2016-01-12T02:41:00Z,1245.149107,40965.40561,913.109345,0,124.514911,3610.932409,539.564613,415.049702,2365.783303,4358.021873,249.029821,1535.683898,41.50497,788.594434,1286.654077,2863.842945,3735.44732,5810.695831,10500.75747,5852.200801,83.00994,124.514911,1950.7336,2282.773362,456.554672
us 2016-01-12T02:42:00Z,1621.466554,41077.15271,831.52131,0,291.032458,3658.693763,498.912786,582.064917,3076.628846,4573.367204,291.032458,1746.194751,291.032458,665.217048,997.825572,2328.259667,4157.606549,5654.344907,9728.799325,4739.671466,124.728196,83.152131,2203.531471,2785.596388,332.608524
us 2016-01-12T02:43:00Z,1802.013226,44589.35052,1299.125814,41.907284,293.35099,3310.675462,754.331118,628.609265,1885.827795,4525.986707,377.165559,2137.271501,41.907284,670.516549,1382.940383,1969.642363,4190.728432,8590.993286,10393.00651,6453.721786,83.814569,41.907284,2221.086069,2765.880765,293.35099
us 2016-01-12T02:44:00Z,1063.644215,45268.6978,1574.193439,0,42.545769,3020.749571,723.278066,765.823835,3105.841109,4892.76339,297.82038,1914.559587,212.728843,510.549223,1829.46805,2595.291885,3914.210712,7190.234895,9104.794483,5105.492233,212.728843,0,2297.471505,2808.020728,127.637306
us 2016-01-12T02:45:00Z,1128.222485,42134.77052,737.683933,86.786345,43.393173,3167.701594,390.538553,390.538553,2299.838143,4295.924079,303.752208,2213.051798,43.393173,564.111243,781.077105,1909.299591,4729.855804,5988.257808,11282.22486,5467.539737,260.359035,86.786345,1779.120073,2820.556214,130.179518
us 2016-01-12T02:46:00Z,1196.861563,43264.32909,1019.548739,0,221.64103,3014.318011,753.579503,487.610266,2659.692362,4432.820604,443.28206,1994.769272,88.656412,620.594885,1329.846181,2127.75389,4432.820604,5939.979609,9397.57968,5585.353961,132.984618,44.328206,2615.364156,2039.097478,310.297442
us 2016-01-12T02:47:00Z,1748.933823,41481.12273,986.578054,0,89.688914,3542.712103,538.133484,807.200226,2735.511877,4663.823528,358.755656,2421.600678,179.377828,672.666855,1076.266968,2018.000565,4484.4457,6771.513007,10448.75848,5291.645926,134.533371,44.844457,2466.445135,2242.22285,493.289027
us 2016-01-12T02:48:00Z,1245.313396,38738.14173,1067.411483,44.475478,133.426435,3246.709926,355.803828,667.132177,2535.102271,4269.645931,355.803828,2001.39653,88.950957,533.705741,1245.313396,2001.39653,4492.023323,6626.846288,9428.80143,5692.861241,133.426435,44.475478,2446.151314,2757.479664,266.852871
us 2016-01-12T02:49:00Z,1591.870846,42184.57743,795.935423,44.218635,44.218635,3404.834866,751.716788,530.623615,3051.085789,4112.333019,265.311808,1989.838558,44.218635,619.060885,1017.028596,2034.057192,4200.770289,6190.608846,10568.25367,5173.58025,353.749077,88.437269,2564.680808,2210.931731,353.749077
us 2016-01-12T02:50:00Z,1262.675741,41450.59672,783.72977,43.540543,304.783799,4092.811021,653.108142,653.108142,2525.351481,4223.432649,174.162171,2351.18931,174.162171,827.270313,740.189227,1872.243339,4745.919163,5442.567847,10014.32484,5311.946219,217.702714,0,2525.351481,2264.108224,304.783799
us 2016-01-12T02:51:00Z,1041.26896,41911.07563,1301.5862,86.772413,173.544827,3384.124119,650.7931,260.31724,2212.69654,4946.027559,347.089653,1692.06206,216.931033,607.406893,1128.041373,1778.834473,4555.551699,5423.275832,10239.14477,5206.344799,216.931033,0,2256.082746,2603.172399,130.15862
us 2016-01-12T02:52:00Z,1152.048209,42625.78373,797.571837,0,221.547732,2747.191882,531.714558,620.333651,1993.929592,4608.192835,310.166825,2215.477325,132.928639,886.19093,930.500476,2126.858232,3500.454173,6513.503334,10634.29116,4519.573742,132.928639,0,1861.000953,2481.334604,398.785918
us 2016-01-12T02:53:00Z,1432.78022,40789.4619,1074.585165,0,179.097528,4164.017516,492.518201,492.518201,3313.30426,4522.212571,358.195055,2641.688531,134.323146,671.615728,1164.133929,1835.749657,4880.407626,6760.931665,10924.94918,5775.895264,313.420673,44.774382,1746.200894,2641.688531,223.871909
us 2016-01-12T02:54:00Z,1458.942176,40622.42121,729.471088,45.591943,136.775829,3875.315154,501.511373,638.287202,2644.332694,4012.090983,319.143601,2188.413264,91.183886,410.327487,820.654974,1778.085777,4240.050698,7157.93505,10303.77912,5835.768703,182.367772,45.591943,2781.108523,2142.821321,410.327487
us 2016-01-12T02:55:00Z,959.009206,40050.05115,913.342101,0,228.335525,3790.369721,593.672366,456.671051,3379.365775,4566.710507,182.66842,2100.686833,91.33421,593.672366,1507.014467,2329.022359,4064.372351,6210.72629,11097.10653,4292.707877,319.669735,45.667105,2420.356569,2603.024989,91.33421
us 2016-01-12T02:56:00Z,933.752484,41707.61097,1111.610101,0,400.179636,3023.579473,489.108444,489.108444,2890.186261,4535.36921,222.32202,1911.969373,88.928808,889.28808,1111.610101,2356.613413,4135.189574,5913.765735,11783.06707,5869.301331,578.037252,88.928808,2356.613413,2401.077817,355.715232
us 2016-01-12T02:57:00Z,1126.425491,40821.65981,1126.425491,0,360.456157,3514.447533,540.684236,270.342118,2523.193101,5226.61428,135.171059,2027.565885,45.05702,270.342118,1036.311452,2162.736944,4505.701966,5587.070438,12345.62339,5767.298516,315.399138,0,2297.908003,2297.908003,180.228079
us 2016-01-12T02:58:00Z,1482.765172,40451.68734,880.391821,0,370.691293,3614.240106,926.728232,417.027705,2409.493404,4540.968338,185.345646,2085.138523,46.336412,880.391821,1158.41029,2409.493404,4401.959103,6255.415568,11167.0752,4633.641162,278.01847,92.672823,1946.129288,2733.848285,417.027705
us 2016-01-12T02:59:00Z,1266.57097,44329.98396,1078.930826,140.730108,187.640144,3518.252695,516.010395,375.280287,2955.332264,4456.453414,328.370252,2251.681725,93.820072,516.010395,1266.57097,2110.951617,4221.903234,6379.764887,11915.14913,5816.844456,46.910036,46.910036,2157.861653,2486.231904,375.280287
us 2016-01-12T03:00:00Z,1429.909085,39253.3107,876.395891,0,46.1261,4012.970659,784.143692,276.756597,2952.07037,4197.475057,322.882697,2490.809375,92.252199,738.017592,1060.900289,2260.178877,3828.466261,5535.131944,11531.52488,5858.01464,138.378299,46.1261,1798.917882,2306.304977,322.882697
us 2016-01-12T03:01:00Z,1205.567869,39691.00368,788.255914,46.367995,231.839975,3663.071601,370.94396,463.67995,2735.711702,4775.90348,370.94396,2272.031753,185.47198,510.047945,880.991904,2179.295763,3987.647566,6491.519294,12287.51866,5517.7914,231.839975,46.367995,2040.191778,2642.975712,510.047945
us 2016-01-12T03:02:00Z,1155.963568,39013.77042,866.972676,48.165149,192.660595,3853.211893,963.302973,674.312081,2360.092284,3853.211893,144.495446,2263.761987,96.330297,722.47723,1011.468122,2408.257433,4045.872488,5876.148137,11752.29627,6213.304177,481.651487,0,1685.780203,2215.596838,240.825743
us 2016-01-12T03:03:00Z,1408.922854,42024.76789,1020.254481,145.75064,145.75064,4178.185016,874.503841,583.00256,3352.264722,5101.272403,97.167093,2574.927975,97.167093,631.586107,1020.254481,1749.007681,4178.185016,6996.030724,10736.96382,6218.693977,242.917733,0,1894.758321,1943.341868,242.917733
us 2016-01-12T03:04:00Z,967.57183,38944.76616,822.436056,0,96.757183,3289.744222,677.300281,580.543098,2177.036618,4595.966193,193.514366,2128.658026,96.757183,725.678873,822.436056,2467.308167,4982.994925,6821.381402,12094.64788,5950.566755,290.271549,96.757183,2322.172392,2322.172392,435.407324
us 2016-01-12T03:05:00Z,867.160187,42947.24928,1095.360237,45.64001,182.560039,3468.640749,502.040108,502.040108,2373.280513,3925.040848,365.120079,2099.440453,228.200049,228.200049,1232.280266,2327.640503,4016.320868,6252.681351,10451.56226,4837.841045,91.28002,0,2920.960631,2555.840552,228.200049
us 2016-01-12T03:06:00Z,1101.612761,41200.31726,925.354719,176.258042,308.451573,3348.902794,837.225698,484.709615,2247.290033,4714.902617,176.258042,2247.290033,88.129021,308.451573,1013.48374,1762.580418,3260.773773,6565.612056,11721.15978,5904.644399,308.451573,0,1410.064334,2643.870627,396.580594
us 2016-01-12T03:07:00Z,1580.271192,43984.21485,790.135596,0,87.792844,3906.781558,614.549908,482.860642,3292.23165,4126.263668,307.274954,2194.8211,43.896422,877.92844,1229.099816,1624.167614,3380.024494,5926.01697,10754.62339,4301.849356,307.274954,0,2019.235412,2721.578164,263.378532
us 2016-01-12T03:08:00Z,1296.732681,40064.56835,1162.587921,0,223.5746,3487.763762,670.7238,626.00888,2459.320602,5276.360563,626.00888,1609.737121,223.5746,715.43872,581.29396,3130.044402,4337.347243,5544.650083,10999.87033,4650.351683,223.5746,0,2414.605681,4069.057722,357.71936
us 2016-01-12T03:09:00Z,1338.180521,38227.35687,936.726364,89.212035,267.636104,3746.905458,401.454156,669.09026,2988.603163,4326.783683,401.454156,1695.028659,178.424069,892.120347,936.726364,2364.11892,4371.3897,6066.41836,11196.11036,5620.358186,312.242121,0,1828.846711,3033.20918,356.848139
us 2016-01-12T03:10:00Z,1109.513412,41806.46536,798.849656,88.761073,399.424828,3284.159699,710.088584,488.185901,2795.973798,4571.195257,266.283219,2307.787897,266.283219,665.708047,887.610729,3017.87648,4526.81472,5725.089205,11538.93948,5192.522767,88.761073,0,2485.310042,3195.398626,488.185901
us 2016-01-12T03:11:00Z,1249.598343,42486.34368,758.684708,89.257025,267.771074,3838.052055,624.799172,446.285123,3079.367346,4462.851226,312.399586,1874.397515,0,535.542147,714.056196,2142.168589,4864.507837,5176.907423,11067.87104,5489.307008,89.257025,0,2142.168589,2722.339248,267.771074
us 2016-01-12T03:12:00Z,1457.597173,41077.73852,839.222615,0,176.678445,3842.756184,883.392226,485.865724,2296.819788,4858.657244,309.187279,1634.275618,88.339223,618.374558,1015.90106,1722.614841,4505.300353,5786.219081,10291.51944,4902.826855,220.848057,44.169611,2871.024735,3798.586572,132.508834
us 2016-01-12T03:13:00Z,1324.596881,40091.13227,971.371046,0,44.153229,4194.55679,618.145211,618.145211,3179.032514,4327.016478,353.225835,1898.588863,44.153229,883.064587,706.45167,2428.427615,3885.484184,5916.532735,11700.60578,5254.234295,176.612917,88.306459,2075.20178,2472.580845,397.379064
us 2016-01-12T03:14:00Z,1435.698647,42936.36266,672.983741,44.865583,314.059079,3409.784286,493.52141,493.52141,2647.06938,4845.482933,224.327914,1974.085639,89.731165,448.655827,1031.908402,2557.338215,4666.020602,6684.971824,11306.12684,5428.735508,134.596748,0,1704.892143,2871.397294,403.790244
us 2016-01-12T03:15:00Z,1436.736453,43551.07374,1436.736453,89.796028,224.490071,2873.472906,538.77617,314.286099,2469.390779,4848.985529,179.592057,2244.900708,134.694042,583.674184,1032.654326,1885.716595,4355.107374,5971.435883,12302.05588,6016.333898,269.388085,44.898014,2200.002694,2514.288793,314.286099
us 2016-01-12T03:16:00Z,1311.481341,40203.68662,723.575912,0,45.223495,3391.762088,497.45844,497.45844,3165.644616,4386.678967,226.117473,2170.727736,135.670484,452.234945,1175.810857,2487.292198,4296.231978,5381.595847,10401.40374,6150.395253,407.011451,90.446989,2215.951231,2351.621715,271.340967
us 2016-01-12T03:17:00Z,1531.379773,38644.81898,1126.014539,0,90.081163,3378.043617,810.730468,675.608723,3513.165362,5269.748043,180.162326,2432.191404,0,540.486979,765.689887,2522.272568,4413.976993,5810.235022,10224.21202,5494.950951,405.365234,0,2252.029078,2792.516057,270.243489
us 2016-01-12T03:18:00Z,1027.331484,40914.59302,1384.664174,44.666586,223.332931,3975.326178,312.666104,446.665863,3573.326901,4689.991558,267.999518,1920.663209,133.999759,714.66538,535.999035,2858.661521,5091.990834,6253.322077,11523.97926,5404.656938,223.332931,89.333173,2456.662245,2903.328107,44.666586
us 2016-01-12T03:19:00Z,1397.85722,41033.87324,676.382526,45.092168,135.276505,4283.755997,946.935536,541.106021,3021.175282,4238.663829,315.645179,1623.318062,180.368674,405.829516,766.566863,2705.530104,5140.507197,5907.074059,11814.14812,5771.797554,135.276505,90.184337,1938.963241,3156.451787,135.276505
us 2016-01-12T03:20:00Z,1604.260917,41435.76769,1008.392576,137.508079,91.672052,3208.521834,641.704367,412.524236,2887.669651,5271.143013,412.524236,2062.621179,137.508079,687.540393,870.884498,2429.309389,4354.422489,5729.503275,10542.28603,5500.323144,137.508079,45.836026,2154.293231,2383.473362,320.852183
us 2016-01-12T03:21:00Z,1098.383089,42287.74891,1235.680975,45.765962,228.82981,3020.553494,640.723468,366.127696,2242.532139,4759.66005,137.297886,1830.638481,45.765962,778.021354,1189.915013,1922.170405,4073.17062,5858.043139,10388.87338,4851.191974,137.297886,45.765962,2196.766177,2700.191759,320.361734
us 2016-01-12T03:22:00Z,1093.179924,39400.02642,683.237452,0,409.942471,3416.187262,728.786616,592.139125,2641.851482,4509.367185,136.64749,1548.671559,0,683.237452,910.98327,2231.909011,4099.424714,5921.391254,11250.64338,5602.547109,227.745817,45.549163,2140.810684,2505.203992,318.844144
us 2016-01-12T03:23:00Z,1448.416021,41913.53862,1267.364019,0,135.789002,3258.936048,588.419009,543.156008,2263.150033,5024.193074,226.315003,2263.150033,45.263001,724.208011,1267.364019,1901.046028,3983.144059,6155.76809,11315.75017,4888.404072,271.578004,45.263001,1991.572029,2489.465037,316.841005
us 2016-01-12T03:24:00Z,1421.066625,41623.49986,1421.066625,0,183.363435,4309.040734,687.612883,733.453742,2933.814968,5180.017053,229.204294,2062.838649,45.840859,366.726871,870.976319,2521.247238,4584.085887,5913.470795,9718.262081,5684.2665,275.045153,0,2475.406379,2612.928956,137.522577
us 2016-01-12T03:25:00Z,1108.71403,43332.24002,1663.071045,138.589254,184.785672,3741.909852,739.142687,277.178508,2217.428061,5959.337913,184.785672,1940.249553,46.196418,461.964179,1201.106866,1940.249553,3279.945673,6698.4806,11271.92598,5035.409554,277.178508,46.196418,2125.035225,2679.39224,461.964179
us 2016-01-12T03:26:00Z,1250.046298,41020.03778,833.364199,138.894033,138.894033,2685.28464,694.470166,462.98011,2777.880662,5463.165302,231.490055,2222.30453,92.596022,509.278121,787.066188,3194.562762,4120.522982,5416.867291,12130.07889,5463.165302,185.192044,0,2268.602541,3148.264751,324.086077
us 2016-01-12T03:27:00Z,1424.975063,42226.76103,1187.479219,47.499169,142.497506,3989.930176,664.988363,617.489194,2232.460932,5414.905239,189.996675,2564.955113,142.497506,759.9867,759.9867,2422.457607,3799.933501,5652.401083,10117.32295,6269.890277,142.497506,0,2232.460932,3087.44597,474.991688
us 2016-01-12T03:28:00Z,1097.019446,40542.023,906.233455,47.696498,190.785991,3911.112807,810.84046,190.785991,2623.307371,4054.2023,286.178986,1860.163408,238.482488,810.84046,1001.626451,2098.645896,3720.326816,6009.758703,11637.94543,5437.400732,238.482488,47.696498,2241.735389,2766.396863,333.875484
