timestamp,value
us-in 2018-01-31T03:04:00Z,18.25
us-in 2018-01-31T03:05:00Z,18.54
us-in 2018-01-31T03:06:00Z,11.91
us-in 2018-01-31T03:07:00Z,24.73
us-in 2018-01-31T03:08:00Z,22.6
us-in 2018-01-31T03:09:00Z,17.7
us-in 2018-01-31T03:10:00Z,19.6
us-in 2018-01-31T03:11:00Z,16.61
us-in 2018-01-31T03:12:00Z,13.15
us-in 2018-01-31T03:13:00Z,18.92
us-in 2018-01-31T03:14:00Z,16.82
us-in 2018-01-31T03:15:00Z,16.97
us-in 2018-01-31T03:16:00Z,16.09
us-in 2018-01-31T03:17:00Z,16.88
us-in 2018-01-31T03:18:00Z,18.79
us-in 2018-01-31T03:19:00Z,17.6
us-in 2018-01-31T03:20:00Z,17.74
us-in 2018-01-31T03:21:00Z,18.64
us-in 2018-01-31T03:22:00Z,17.07
us-in 2018-01-31T03:23:00Z,14.62
us-in 2018-01-31T03:24:00Z,13.63
us-in 2018-01-31T03:25:00Z,20.51
us-in 2018-01-31T03:26:00Z,17.55
us-in 2018-01-31T03:27:00Z,21.16
us-in 2018-01-31T03:28:00Z,21.44
us-in 2018-01-31T03:29:00Z,24.33
us-in 2018-01-31T03:30:00Z,19.74
us-ia 2018-01-31T02:10:00Z,28.87
us-ia 2018-01-31T02:11:00Z,18.75
us-ia 2018-01-31T02:12:00Z,18.59
us-ia 2018-01-31T02:13:00Z,22.42
us-ia 2018-01-31T02:14:00Z,19.47
us-ia 2018-01-31T02:15:00Z,10.86
us-ia 2018-01-31T02:16:00Z,19.56
us-ia 2018-01-31T02:17:00Z,18.62
us-ia 2018-01-31T02:18:00Z,22.75
us-ia 2018-01-31T02:19:00Z,25.31
us-ia 2018-01-31T02:20:00Z,32.06
us-ia 2018-01-31T02:21:00Z,24.49
us-ia 2018-01-31T02:22:00Z,17.46
us-ia 2018-01-31T02:23:00Z,21
us-ia 2018-01-31T02:24:00Z,17.44
us-ia 2018-01-31T02:25:00Z,22.47
us-ia 2018-01-31T02:26:00Z,13.76
us-ia 2018-01-31T02:27:00Z,20.49
us-ia 2018-01-31T02:28:00Z,19.84
us-ia 2018-01-31T02:29:00Z,17.22
us-ia 2018-01-31T02:30:00Z,21.01
us-ia 2018-01-31T02:31:00Z,19.21
us-ia 2018-01-31T02:32:00Z,17.59
us-ia 2018-01-31T02:33:00Z,20.1
us-ia 2018-01-31T02:34:00Z,16.52
us-ia 2018-01-31T02:35:00Z,23.11
us-ia 2018-01-31T02:36:00Z,17.41
us-ia 2018-01-31T02:37:00Z,20.26
us-ia 2018-01-31T02:38:00Z,18.9
us-ia 2018-01-31T02:39:00Z,17.08
us-ia 2018-01-31T02:40:00Z,23.17
us-ia 2018-01-31T02:41:00Z,24.32
us-ia 2018-01-31T02:42:00Z,17.26
us-ia 2018-01-31T02:43:00Z,16.05
us-ia 2018-01-31T02:44:00Z,17.69
us-ia 2018-01-31T02:45:00Z,20.5
us-ia 2018-01-31T02:46:00Z,21.01
us-ia 2018-01-31T02:47:00Z,21.09
us-ia 2018-01-31T02:48:00Z,24.7
us-ia 2018-01-31T02:49:00Z,14.92
us-ia 2018-01-31T02:50:00Z,11.58
us-ia 2018-01-31T02:51:00Z,18.44
us-ia 2018-01-31T02:52:00Z,18.97
us-ia 2018-01-31T02:53:00Z,14.98
us-ia 2018-01-31T02:54:00Z,20.58
us-ia 2018-01-31T02:55:00Z,18.92
us-ia 2018-01-31T02:56:00Z,17.41
us-ia 2018-01-31T02:57:00Z,31.88
us-ia 2018-01-31T02:58:00Z,27.94
us-ia 2018-01-31T02:59:00Z,28.33
us-ia 2018-01-31T03:00:00Z,31.54
us-ia 2018-01-31T03:01:00Z,23.11
us-ia 2018-01-31T03:02:00Z,21.68
us-ia 2018-01-31T03:03:00Z,16.83
us-ia 2018-01-31T03:04:00Z,17.49
us-ia 2018-01-31T03:05:00Z,20.45
us-ia 2018-01-31T03:06:00Z,16.28
us-ia 2018-01-31T03:07:00Z,14.5
us-ia 2018-01-31T03:08:00Z,17.01
us-ia 2018-01-31T03:09:00Z,18.26
us-ia 2018-01-31T03:10:00Z,21.54
us-ia 2018-01-31T03:11:00Z,22.15
us-ia 2018-01-31T03:12:00Z,16.37
us-ia 2018-01-31T03:13:00Z,22.38
us-ia 2018-01-31T03:14:00Z,17.84
us-ia 2018-01-31T03:15:00Z,19.46
us-ia 2018-01-31T03:16:00Z,16.55
us-ia 2018-01-31T03:17:00Z,18.89
us-ia 2018-01-31T03:18:00Z,19.11
us-ia 2018-01-31T03:19:00Z,16.08
us-ia 2018-01-31T03:20:00Z,20.55
us-ia 2018-01-31T03:21:00Z,15.66
us-ia 2018-01-31T03:22:00Z,18.66
us-ia 2018-01-31T03:23:00Z,13.78
us-ia 2018-01-31T03:24:00Z,14.3
us-ia 2018-01-31T03:25:00Z,16.63
us-ia 2018-01-31T03:26:00Z,11.76
us-ia 2018-01-31T03:27:00Z,15.6
us-ia 2018-01-31T03:28:00Z,22.15
us-ia 2018-01-31T03:29:00Z,19.04
us-ia 2018-01-31T03:30:00Z,25.54
us-ks 2018-01-31T02:10:00Z,26.2
us-ks 2018-01-31T02:11:00Z,24.5
us-ks 2018-01-31T02:12:00Z,20.63
us-ks 2018-01-31T02:13:00Z,17.56
us-ks 2018-01-31T02:14:00Z,23.56
us-ks 2018-01-31T02:15:00Z,17.29
us-ks 2018-01-31T02:16:00Z,25.48
us-ks 2018-01-31T02:17:00Z,23.22
us-ks 2018-01-31T02:18:00Z,16.88
us-ks 2018-01-31T02:19:00Z,20.74
us-ks 2018-01-31T02:20:00Z,32.98
us-ks 2018-01-31T02:21:00Z,25.55
us-ks 2018-01-31T02:22:00Z,23.76
us-ks 2018-01-31T02:23:00Z,22.76
us-ks 2018-01-31T02:24:00Z,26.48
us-ks 2018-01-31T02:25:00Z,15.71
us-ks 2018-01-31T02:26:00Z,13.42
us-ks 2018-01-31T02:27:00Z,15.15
us-ks 2018-01-31T02:28:00Z,15.28
us-ks 2018-01-31T02:29:00Z,20.44
us-ks 2018-01-31T02:30:00Z,22.86
us-ks 2018-01-31T02:31:00Z,16.59
us-ks 2018-01-31T02:32:00Z,23.67
us-ks 2018-01-31T02:33:00Z,18.39
us-ks 2018-01-31T02:34:00Z,19.6
us-ks 2018-01-31T02:35:00Z,16.69
us-ks 2018-01-31T02:36:00Z,16.75
us-ks 2018-01-31T02:37:00Z,20.06
us-ks 2018-01-31T02:38:00Z,17.83
us-ks 2018-01-31T02:39:00Z,16.83
us-ks 2018-01-31T02:40:00Z,15.47
us-ks 2018-01-31T02:41:00Z,17.08
us-ks 2018-01-31T02:42:00Z,24.71
us-ks 2018-01-31T02:43:00Z,14.06
us-ks 2018-01-31T02:44:00Z,14.76
us-ks 2018-01-31T02:45:00Z,20.52
us-ks 2018-01-31T02:46:00Z,19.76
us-ks 2018-01-31T02:47:00Z,27.09
us-ks 2018-01-31T02:48:00Z,14.4
us-ks 2018-01-31T02:49:00Z,13.37
us-ks 2018-01-31T02:50:00Z,7.55
us-ks 2018-01-31T02:51:00Z,13.6
us-ks 2018-01-31T02:52:00Z,17.98
us-ks 2018-01-31T02:53:00Z,15.2
us-ks 2018-01-31T02:54:00Z,18.03
us-ks 2018-01-31T02:55:00Z,15.59
us-ks 2018-01-31T02:56:00Z,14
us-ks 2018-01-31T02:57:00Z,31.79
us-ks 2018-01-31T02:58:00Z,26.69
us-ks 2018-01-31T02:59:00Z,26.66
us-ks 2018-01-31T03:00:00Z,22.18
us-ks 2018-01-31T03:01:00Z,20.99
us-ks 2018-01-31T03:02:00Z,18
us-ks 2018-01-31T03:03:00Z,15.2
us-ks 2018-01-31T03:04:00Z,10.85
us-ks 2018-01-31T03:05:00Z,14.02
us-ks 2018-01-31T03:06:00Z,18.17
us-ks 2018-01-31T03:07:00Z,15.25
us-ks 2018-01-31T03:08:00Z,18.86
us-ks 2018-01-31T03:09:00Z,16.33
us-ks 2018-01-31T03:10:00Z,13.96
us-ks 2018-01-31T03:11:00Z,20.77
us-ks 2018-01-31T03:12:00Z,13.89
us-ks 2018-01-31T03:13:00Z,14.87
us-ks 2018-01-31T03:14:00Z,14.42
us-ks 2018-01-31T03:15:00Z,20.66
us-ks 2018-01-31T03:16:00Z,12.85
us-ks 2018-01-31T03:17:00Z,18.83
us-ks 2018-01-31T03:18:00Z,10.37
us-ks 2018-01-31T03:19:00Z,22.35
us-ks 2018-01-31T03:20:00Z,14.25
us-ks 2018-01-31T03:21:00Z,19.73
us-ks 2018-01-31T03:22:00Z,15.94
us-ks 2018-01-31T03:23:00Z,15.22
us-ks 2018-01-31T03:24:00Z,16.66
us-ks 2018-01-31T03:25:00Z,17.79
us-ks 2018-01-31T03:26:00Z,17.5
us-ks 2018-01-31T03:27:00Z,19.33
us-ks 2018-01-31T03:28:00Z,23.96
us-ks 2018-01-31T03:29:00Z,18.44
us-ks 2018-01-31T03:30:00Z,18.19
us-ky 2018-01-31T02:10:00Z,20.12
us-ky 2018-01-31T02:11:00Z,18.42
us-ky 2018-01-31T02:12:00Z,20.18
us-ky 2018-01-31T02:13:00Z,16.62
us-ky 2018-01-31T02:14:00Z,17.62
us-ky 2018-01-31T02:15:00Z,17.38
us-ky 2018-01-31T02:16:00Z,16.88
us-ky 2018-01-31T02:17:00Z,15.48
us-ky 2018-01-31T02:18:00Z,15.05
us-ky 2018-01-31T02:19:00Z,17.3
us-ky 2018-01-31T02:20:00Z,20.21
us-ky 2018-01-31T02:21:00Z,18.6
us-ky 2018-01-31T02:22:00Z,11.92
us-ky 2018-01-31T02:23:00Z,19.76
us-ky 2018-01-31T02:24:00Z,16.17
us-ky 2018-01-31T02:25:00Z,16.18
us-ky 2018-01-31T02:26:00Z,11.06
us-ky 2018-01-31T02:27:00Z,15.89
us-ky 2018-01-31T02:28:00Z,18.23
us-ky 2018-01-31T02:29:00Z,16.53
us-ky 2018-01-31T02:30:00Z,13.03
us-ky 2018-01-31T02:31:00Z,9.97
us-ky 2018-01-31T02:32:00Z,15.51
us-ky 2018-01-31T02:33:00Z,12.22
us-ky 2018-01-31T02:34:00Z,16.4
us-ky 2018-01-31T02:35:00Z,12.11
us-ky 2018-01-31T02:36:00Z,16.01
us-ky 2018-01-31T02:37:00Z,15.77
us-ky 2018-01-31T02:38:00Z,14.06
us-ky 2018-01-31T02:39:00Z,17.36
us-ky 2018-01-31T02:40:00Z,16.65
us-ky 2018-01-31T02:41:00Z,17.2
us-ky 2018-01-31T02:42:00Z,13.22
us-ky 2018-01-31T02:43:00Z,16.33
us-ky 2018-01-31T02:44:00Z,13.77
us-ky 2018-01-31T02:45:00Z,20.98
us-ky 2018-01-31T02:46:00Z,15.14
us-ky 2018-01-31T02:47:00Z,15.36
us-ky 2018-01-31T02:48:00Z,16.36
us-ky 2018-01-31T02:49:00Z,8.52
us-ky 2018-01-31T02:50:00Z,11.39
us-ky 2018-01-31T02:51:00Z,11.95
us-ky 2018-01-31T02:52:00Z,10.19
us-ky 2018-01-31T02:53:00Z,11.71
us-ky 2018-01-31T02:54:00Z,16.2
us-ky 2018-01-31T02:55:00Z,12.5
us-ky 2018-01-31T02:56:00Z,11.97
us-ky 2018-01-31T02:57:00Z,23.19
us-ky 2018-01-31T02:58:00Z,22.09
us-ky 2018-01-31T02:59:00Z,24.16
us-ky 2018-01-31T03:00:00Z,12.6
us-ky 2018-01-31T03:01:00Z,21.19
us-ky 2018-01-31T03:02:00Z,11.13
us-ky 2018-01-31T03:03:00Z,20.05
us-ky 2018-01-31T03:04:00Z,13.46
us-ky 2018-01-31T03:05:00Z,14.26
us-ky 2018-01-31T03:06:00Z,9.62
us-ky 2018-01-31T03:07:00Z,12.06
us-ky 2018-01-31T03:08:00Z,16.22
us-ky 2018-01-31T03:09:00Z,13.58
us-ky 2018-01-31T03:10:00Z,14.47
us-ky 2018-01-31T03:11:00Z,13.64
us-ky 2018-01-31T03:12:00Z,10.18
us-ky 2018-01-31T03:13:00Z,16.01
us-ky 2018-01-31T03:14:00Z,14.14
us-ky 2018-01-31T03:15:00Z,11.59
us-ky 2018-01-31T03:16:00Z,16.73
us-ky 2018-01-31T03:17:00Z,13.14
us-ky 2018-01-31T03:18:00Z,20.53
us-ky 2018-01-31T03:19:00Z,14.7
us-ky 2018-01-31T03:20:00Z,11.69
us-ky 2018-01-31T03:21:00Z,10.99
us-ky 2018-01-31T03:22:00Z,13.74
us-ky 2018-01-31T03:23:00Z,10.53
us-ky 2018-01-31T03:24:00Z,14.08
us-ky 2018-01-31T03:25:00Z,17.31
us-ky 2018-01-31T03:26:00Z,15.27
us-ky 2018-01-31T03:27:00Z,11.56
us-ky 2018-01-31T03:28:00Z,16.41
us-ky 2018-01-31T03:29:00Z,18.06
us-ky 2018-01-31T03:30:00Z,17.57
us-la 2018-01-31T02:10:00Z,20.63
us-la 2018-01-31T02:11:00Z,18.94
us-la 2018-01-31T02:12:00Z,16.38
us-la 2018-01-31T02:13:00Z,18.15
us-la 2018-01-31T02:14:00Z,14.74
us-la 2018-01-31T02:15:00Z,13.18
us-la 2018-01-31T02:16:00Z,20.07
us-la 2018-01-31T02:17:00Z,18.47
us-la 2018-01-31T02:18:00Z,18.8
us-la 2018-01-31T02:19:00Z,13.97
us-la 2018-01-31T02:20:00Z,16.3
us-la 2018-01-31T02:21:00Z,18.41
us-la 2018-01-31T02:22:00Z,10.69
us-la 2018-01-31T02:23:00Z,20.59
us-la 2018-01-31T02:24:00Z,17.41
us-la 2018-01-31T02:25:00Z,15.98
us-la 2018-01-31T02:26:00Z,12.79
us-la 2018-01-31T02:27:00Z,8.76
us-la 2018-01-31T02:28:00Z,17.27
us-la 2018-01-31T02:29:00Z,15.32
us-la 2018-01-31T02:30:00Z,14.48
us-la 2018-01-31T02:31:00Z,11.86
us-la 2018-01-31T02:32:00Z,19.25
us-la 2018-01-31T02:33:00Z,16.82
us-la 2018-01-31T02:34:00Z,21.05
us-la 2018-01-31T02:35:00Z,16.95
us-la 2018-01-31T02:36:00Z,18.67
us-la 2018-01-31T02:37:00Z,20.18
us-la 2018-01-31T02:38:00Z,12.73
us-la 2018-01-31T02:39:00Z,15.35
us-la 2018-01-31T02:40:00Z,20.71
us-la 2018-01-31T02:41:00Z,17.89
us-la 2018-01-31T02:42:00Z,13.26
us-la 2018-01-31T02:43:00Z,19.55
us-la 2018-01-31T02:44:00Z,17.14
us-la 2018-01-31T02:45:00Z,15.85
us-la 2018-01-31T02:46:00Z,17.22
us-la 2018-01-31T02:47:00Z,17.23
us-la 2018-01-31T02:48:00Z,12.47
us-la 2018-01-31T02:49:00Z,9.02
us-la 2018-01-31T02:50:00Z,10.13
us-la 2018-01-31T02:51:00Z,17.55
us-la 2018-01-31T02:52:00Z,14.97
us-la 2018-01-31T02:53:00Z,11.56
us-la 2018-01-31T02:54:00Z,13.87
us-la 2018-01-31T02:55:00Z,13.13
us-la 2018-01-31T02:56:00Z,15.46
us-la 2018-01-31T02:57:00Z,25.17
us-la 2018-01-31T02:58:00Z,28.7
us-la 2018-01-31T02:59:00Z,22.79
us-la 2018-01-31T03:00:00Z,20.87
us-la 2018-01-31T03:01:00Z,24.85
us-la 2018-01-31T03:02:00Z,15.91
us-la 2018-01-31T03:03:00Z,16.89
us-la 2018-01-31T03:04:00Z,16.51
us-la 2018-01-31T03:05:00Z,14.42
us-la 2018-01-31T03:06:00Z,11.38
us-la 2018-01-31T03:07:00Z,12.65
us-la 2018-01-31T03:08:00Z,15.42
us-la 2018-01-31T03:09:00Z,15.01
us-la 2018-01-31T03:10:00Z,17.12
us-la 2018-01-31T03:11:00Z,13.01
us-la 2018-01-31T03:12:00Z,12.4
us-la 2018-01-31T03:13:00Z,16.06
us-la 2018-01-31T03:14:00Z,12.36
us-la 2018-01-31T03:15:00Z,10.65
us-la 2018-01-31T03:16:00Z,17.89
us-la 2018-01-31T03:17:00Z,21.1
us-la 2018-01-31T03:18:00Z,19.74
us-la 2018-01-31T03:19:00Z,16.58
us-la 2018-01-31T03:20:00Z,11.41
us-la 2018-01-31T03:21:00Z,13
us-la 2018-01-31T03:22:00Z,14.31
us-la 2018-01-31T03:23:00Z,12.13
us-la 2018-01-31T03:24:00Z,12.33
us-la 2018-01-31T03:25:00Z,12.34
us-la 2018-01-31T03:26:00Z,18.37
us-la 2018-01-31T03:27:00Z,16.33
us-la 2018-01-31T03:28:00Z,22.38
us-la 2018-01-31T03:29:00Z,21.06
us-la 2018-01-31T03:30:00Z,21.42
us-me 2018-01-31T02:10:00Z,24.84
us-me 2018-01-31T02:11:00Z,38.32
us-me 2018-01-31T02:12:00Z,24.65
us-me 2018-01-31T02:13:00Z,30.13
us-me 2018-01-31T02:14:00Z,24.03
us-me 2018-01-31T02:15:00Z,27.09
us-me 2018-01-31T02:16:00Z,21.87
us-me 2018-01-31T02:17:00Z,31.66
us-me 2018-01-31T02:18:00Z,32.18
us-me 2018-01-31T02:19:00Z,28.44
us-me 2018-01-31T02:20:00Z,28.74
us-me 2018-01-31T02:21:00Z,26.95
us-me 2018-01-31T02:22:00Z,29.36
us-me 2018-01-31T02:23:00Z,23.46
us-me 2018-01-31T02:24:00Z,30.92
us-me 2018-01-31T02:25:00Z,20.34
us-me 2018-01-31T02:26:00Z,28.96
us-me 2018-01-31T02:27:00Z,29.01
us-me 2018-01-31T02:28:00Z,22.99
us-me 2018-01-31T02:29:00Z,17.83
us-me 2018-01-31T02:30:00Z,28.6
us-me 2018-01-31T02:31:00Z,14.76
us-me 2018-01-31T02:32:00Z,23.99
us-me 2018-01-31T02:33:00Z,27.14
us-me 2018-01-31T02:34:00Z,36.1
us-me 2018-01-31T02:35:00Z,28.87
us-me 2018-01-31T02:36:00Z,24.26
us-me 2018-01-31T02:37:00Z,28.15
us-me 2018-01-31T02:38:00Z,28.36
us-me 2018-01-31T02:39:00Z,29.49
us-me 2018-01-31T02:40:00Z,17.39
us-me 2018-01-31T02:41:00Z,35.22
us-me 2018-01-31T02:42:00Z,26.4
us-me 2018-01-31T02:43:00Z,26.02
us-me 2018-01-31T02:44:00Z,22.03
us-me 2018-01-31T02:45:00Z,24.96
us-me 2018-01-31T02:46:00Z,38.46
us-me 2018-01-31T02:47:00Z,35.06
us-me 2018-01-31T02:48:00Z,21.36
us-me 2018-01-31T02:49:00Z,26.14
us-me 2018-01-31T02:50:00Z,15.5
us-me 2018-01-31T02:51:00Z,13.05
us-me 2018-01-31T02:52:00Z,23.84
us-me 2018-01-31T02:53:00Z,32.12
us-me 2018-01-31T02:54:00Z,23.85
us-me 2018-01-31T02:55:00Z,30.02
us-me 2018-01-31T02:56:00Z,14.38
us-me 2018-01-31T02:57:00Z,29.06
us-me 2018-01-31T02:58:00Z,39.58
us-me 2018-01-31T02:59:00Z,33.18
us-me 2018-01-31T03:00:00Z,26.13
us-me 2018-01-31T03:01:00Z,25.05
us-me 2018-01-31T03:02:00Z,21.84
us-me 2018-01-31T03:03:00Z,22.94
us-me 2018-01-31T03:04:00Z,36.02
us-me 2018-01-31T03:05:00Z,26.4
us-me 2018-01-31T03:06:00Z,16.33
us-me 2018-01-31T03:07:00Z,17
us-me 2018-01-31T03:08:00Z,29.48
us-me 2018-01-31T03:09:00Z,24.38
us-me 2018-01-31T03:10:00Z,30.73
us-me 2018-01-31T03:11:00Z,28.75
us-me 2018-01-31T03:12:00Z,24.97
us-me 2018-01-31T03:13:00Z,21.29
us-me 2018-01-31T03:14:00Z,30.37
us-me 2018-01-31T03:15:00Z,15.68
us-me 2018-01-31T03:16:00Z,25.09
us-me 2018-01-31T03:17:00Z,13.02
us-me 2018-01-31T03:18:00Z,27.15
us-me 2018-01-31T03:19:00Z,14.48
us-me 2018-01-31T03:20:00Z,17.2
us-me 2018-01-31T03:21:00Z,30.89
us-me 2018-01-31T03:22:00Z,19.97
us-me 2018-01-31T03:23:00Z,25.16
us-me 2018-01-31T03:24:00Z,20.93
us-me 2018-01-31T03:25:00Z,13.01
us-me 2018-01-31T03:26:00Z,23.9
us-me 2018-01-31T03:27:00Z,21.64
us-me 2018-01-31T03:28:00Z,25.99
us-me 2018-01-31T03:29:00Z,36.25
us-me 2018-01-31T03:30:00Z,20.99
us-md 2018-01-31T02:10:00Z,40
us-md 2018-01-31T02:11:00Z,33.95
us-md 2018-01-31T02:12:00Z,32.22
us-md 2018-01-31T02:13:00Z,30.85
us-md 2018-01-31T02:14:00Z,31.1
us-md 2018-01-31T02:15:00Z,32.43
us-md 2018-01-31T02:16:00Z,27.68
us-md 2018-01-31T02:17:00Z,31.02
us-md 2018-01-31T02:18:00Z,34.54
us-md 2018-01-31T02:19:00Z,32.21
us-md 2018-01-31T02:20:00Z,37.33
us-md 2018-01-31T02:21:00Z,29.11
us-md 2018-01-31T02:22:00Z,29.57
us-md 2018-01-31T02:23:00Z,25.25
us-md 2018-01-31T02:24:00Z,28.83
us-md 2018-01-31T02:25:00Z,24.49
us-md 2018-01-31T02:26:00Z,22.03
us-md 2018-01-31T02:27:00Z,26.02
us-md 2018-01-31T02:28:00Z,26
us-md 2018-01-31T02:29:00Z,25.28
us-md 2018-01-31T02:30:00Z,24.24
us-md 2018-01-31T02:31:00Z,25.41
us-md 2018-01-31T02:32:00Z,21.54
us-md 2018-01-31T02:33:00Z,28
us-md 2018-01-31T02:34:00Z,30.7
us-md 2018-01-31T02:35:00Z,27.42
us-md 2018-01-31T02:36:00Z,25.98
us-md 2018-01-31T02:37:00Z,28.27
us-md 2018-01-31T02:38:00Z,25.07
us-md 2018-01-31T02:39:00Z,31.36
us-md 2018-01-31T02:40:00Z,24.98
us-md 2018-01-31T02:41:00Z,26.04
us-md 2018-01-31T02:42:00Z,23.43
us-md 2018-01-31T02:43:00Z,26.3
us-md 2018-01-31T02:44:00Z,28.71
us-md 2018-01-31T02:45:00Z,24.72
us-md 2018-01-31T02:46:00Z,25.14
us-md 2018-01-31T02:47:00Z,28.51
us-md 2018-01-31T02:48:00Z,24.48
us-md 2018-01-31T02:49:00Z,20.65
us-md 2018-01-31T02:50:00Z,21.44
us-md 2018-01-31T02:51:00Z,21.69
us-md 2018-01-31T02:52:00Z,24.31
us-md 2018-01-31T02:53:00Z,20.84
us-md 2018-01-31T02:54:00Z,19.2
us-md 2018-01-31T02:55:00Z,18.78
us-md 2018-01-31T02:56:00Z,22.38
us-md 2018-01-31T02:57:00Z,37.99
us-md 2018-01-31T02:58:00Z,32.77
us-md 2018-01-31T02:59:00Z,36.43
us-md 2018-01-31T03:00:00Z,25.37
us-md 2018-01-31T03:01:00Z,24.48
us-md 2018-01-31T03:02:00Z,24.53
us-md 2018-01-31T03:03:00Z,23.52
us-md 2018-01-31T03:04:00Z,24.41
us-md 2018-01-31T03:05:00Z,21.11
us-md 2018-01-31T03:06:00Z,17.95
us-md 2018-01-31T03:07:00Z,25.67
us-md 2018-01-31T03:08:00Z,23.54
us-md 2018-01-31T03:09:00Z,19.13
us-md 2018-01-31T03:10:00Z,25.02
us-md 2018-01-31T03:11:00Z,24.18
us-md 2018-01-31T03:12:00Z,22.75
us-md 2018-01-31T03:13:00Z,28.46
us-md 2018-01-31T03:14:00Z,23.04
us-md 2018-01-31T03:15:00Z,27.77
us-md 2018-01-31T03:16:00Z,20.79
us-md 2018-01-31T03:17:00Z,18.26
us-md 2018-01-31T03:18:00Z,24.91
us-md 2018-01-31T03:19:00Z,20.89
us-md 2018-01-31T03:20:00Z,20.32
us-md 2018-01-31T03:21:00Z,22.89
us-md 2018-01-31T03:22:00Z,18.65
us-md 2018-01-31T03:23:00Z,17.72
us-md 2018-01-31T03:24:00Z,19.29
us-md 2018-01-31T03:25:00Z,23.3
us-md 2018-01-31T03:26:00Z,25.5
us-md 2018-01-31T03:27:00Z,25.12
us-md 2018-01-31T03:28:00Z,30.5
us-md 2018-01-31T03:29:00Z,32.38
us-md 2018-01-31T03:30:00Z,24.04
us-ma 2018-01-31T02:10:00Z,33.41
us-ma 2018-01-31T02:11:00Z,33.8
us-ma 2018-01-31T02:12:00Z,34.48
us-ma 2018-01-31T02:13:00Z,29.42
us-ma 2018-01-31T02:14:00Z,30.15
us-ma 2018-01-31T02:15:00Z,29.1
us-ma 2018-01-31T02:16:00Z,31.18
us-ma 2018-01-31T02:17:00Z,29.74
us-ma 2018-01-31T02:18:00Z,26.47
us-ma 2018-01-31T02:19:00Z,36.21
us-ma 2018-01-31T02:20:00Z,36.81
us-ma 2018-01-31T02:21:00Z,32.51
us-ma 2018-01-31T02:22:00Z,26.92
us-ma 2018-01-31T02:23:00Z,25.81
us-ma 2018-01-31T02:24:00Z,29.51
us-ma 2018-01-31T02:25:00Z,27.2
us-ma 2018-01-31T02:26:00Z,25.4
us-ma 2018-01-31T02:27:00Z,26.84
us-ma 2018-01-31T02:28:00Z,24.61
us-ma 2018-01-31T02:29:00Z,28.36
us-ma 2018-01-31T02:30:00Z,29.29
us-ma 2018-01-31T02:31:00Z,24.43
us-ma 2018-01-31T02:32:00Z,27.36
us-ma 2018-01-31T02:33:00Z,32.77
us-ma 2018-01-31T02:34:00Z,30.25
us-ma 2018-01-31T02:35:00Z,32.43
us-ma 2018-01-31T02:36:00Z,26.08
us-ma 2018-01-31T02:37:00Z,27.33
us-ma 2018-01-31T02:38:00Z,29.97
us-ma 2018-01-31T02:39:00Z,30.61
us-ma 2018-01-31T02:40:00Z,28.8
us-ma 2018-01-31T02:41:00Z,23.76
us-ma 2018-01-31T02:42:00Z,22.7
us-ma 2018-01-31T02:43:00Z,23.65
us-ma 2018-01-31T02:44:00Z,20.91
us-ma 2018-01-31T02:45:00Z,28.77
us-ma 2018-01-31T02:46:00Z,29.4
us-ma 2018-01-31T02:47:00Z,31.2
us-ma 2018-01-31T02:48:00Z,27.72
us-ma 2018-01-31T02:49:00Z,24.19
us-ma 2018-01-31T02:50:00Z,17.1
us-ma 2018-01-31T02:51:00Z,20.15
us-ma 2018-01-31T02:52:00Z,26
us-ma 2018-01-31T02:53:00Z,21.8
us-ma 2018-01-31T02:54:00Z,23.92
us-ma 2018-01-31T02:55:00Z,24.37
us-ma 2018-01-31T02:56:00Z,27.8
us-ma 2018-01-31T02:57:00Z,39.12
us-ma 2018-01-31T02:58:00Z,34.6
us-ma 2018-01-31T02:59:00Z,35.22
us-ma 2018-01-31T03:00:00Z,23.44
us-ma 2018-01-31T03:01:00Z,23.16
us-ma 2018-01-31T03:02:00Z,23.69
us-ma 2018-01-31T03:03:00Z,27.56
us-ma 2018-01-31T03:04:00Z,28.44
us-ma 2018-01-31T03:05:00Z,25.59
us-ma 2018-01-31T03:06:00Z,21.13
us-ma 2018-01-31T03:07:00Z,25.76
us-ma 2018-01-31T03:08:00Z,22.89
us-ma 2018-01-31T03:09:00Z,25.49
us-ma 2018-01-31T03:10:00Z,27.11
us-ma 2018-01-31T03:11:00Z,20.14
us-ma 2018-01-31T03:12:00Z,24.12
us-ma 2018-01-31T03:13:00Z,26.37
us-ma 2018-01-31T03:14:00Z,21.43
us-ma 2018-01-31T03:15:00Z,25.97
us-ma 2018-01-31T03:16:00Z,26.34
us-ma 2018-01-31T03:17:00Z,25.41
us-ma 2018-01-31T03:18:00Z,26.17
us-ma 2018-01-31T03:19:00Z,23.15
us-ma 2018-01-31T03:20:00Z,22.12
us-ma 2018-01-31T03:21:00Z,20.69
us-ma 2018-01-31T03:22:00Z,22.84
us-ma 2018-01-31T03:23:00Z,26.22
us-ma 2018-01-31T03:24:00Z,18.11
us-ma 2018-01-31T03:25:00Z,20.6
us-ma 2018-01-31T03:26:00Z,25.76
us-ma 2018-01-31T03:27:00Z,24.41
us-ma 2018-01-31T03:28:00Z,25.68
us-ma 2018-01-31T03:29:00Z,33.51
us-ma 2018-01-31T03:30:00Z,30.38
us-mi 2018-01-31T02:10:00Z,22.92
