timestamp,value
us-de 2018-01-31T02:36:00Z,20.11
us-de 2018-01-31T02:37:00Z,18.05
us-de 2018-01-31T02:38:00Z,25.26
us-de 2018-01-31T02:39:00Z,24.23
us-de 2018-01-31T02:40:00Z,10.1
us-de 2018-01-31T02:41:00Z,22.44
us-de 2018-01-31T02:42:00Z,15.87
us-de 2018-01-31T02:43:00Z,15.73
us-de 2018-01-31T02:44:00Z,14.95
us-de 2018-01-31T02:45:00Z,16.68
us-de 2018-01-31T02:46:00Z,18.17
us-de 2018-01-31T02:47:00Z,18.22
us-de 2018-01-31T02:48:00Z,24.39
us-de 2018-01-31T02:49:00Z,10.48
us-de 2018-01-31T02:50:00Z,14.57
us-de 2018-01-31T02:51:00Z,19.47
us-de 2018-01-31T02:52:00Z,14.42
us-de 2018-01-31T02:53:00Z,20
us-de 2018-01-31T02:54:00Z,16.17
us-de 2018-01-31T02:55:00Z,8.69
us-de 2018-01-31T02:56:00Z,10.34
us-de 2018-01-31T02:57:00Z,31.96
us-de 2018-01-31T02:58:00Z,27.09
us-de 2018-01-31T02:59:00Z,25.91
us-de 2018-01-31T03:00:00Z,16.12
us-de 2018-01-31T03:01:00Z,10.67
us-de 2018-01-31T03:02:00Z,24.97
us-de 2018-01-31T03:03:00Z,24.39
us-de 2018-01-31T03:04:00Z,19.34
us-de 2018-01-31T03:05:00Z,16.95
us-de 2018-01-31T03:06:00Z,23.61
us-de 2018-01-31T03:07:00Z,15.95
us-de 2018-01-31T03:08:00Z,15.19
us-de 2018-01-31T03:09:00Z,18.5
us-de 2018-01-31T03:10:00Z,18.07
us-de 2018-01-31T03:11:00Z,25.22
us-de 2018-01-31T03:12:00Z,14.88
us-de 2018-01-31T03:13:00Z,13.27
us-de 2018-01-31T03:14:00Z,14.79
us-de 2018-01-31T03:15:00Z,22.59
us-de 2018-01-31T03:16:00Z,21.68
us-de 2018-01-31T03:17:00Z,12.93
us-de 2018-01-31T03:18:00Z,11.58
us-de 2018-01-31T03:19:00Z,20.07
us-de 2018-01-31T03:20:00Z,6.15
us-de 2018-01-31T03:21:00Z,16.22
us-de 2018-01-31T03:22:00Z,7.34
us-de 2018-01-31T03:23:00Z,19.58
us-de 2018-01-31T03:24:00Z,12.02
us-de 2018-01-31T03:25:00Z,18.31
us-de 2018-01-31T03:26:00Z,27.47
us-de 2018-01-31T03:27:00Z,8.04
us-de 2018-01-31T03:28:00Z,22.66
us-de 2018-01-31T03:29:00Z,17.9
us-de 2018-01-31T03:30:00Z,11.02
us-dc 2018-01-31T02:10:00Z,78.54
us-dc 2018-01-31T02:11:00Z,84.91
us-dc 2018-01-31T02:12:00Z,100
us-dc 2018-01-31T02:13:00Z,95.55
us-dc 2018-01-31T02:14:00Z,80.83
us-dc 2018-01-31T02:15:00Z,75.43
us-dc 2018-01-31T02:16:00Z,68.34
us-dc 2018-01-31T02:17:00Z,74.86
us-dc 2018-01-31T02:18:00Z,77.4
us-dc 2018-01-31T02:19:00Z,79
us-dc 2018-01-31T02:20:00Z,86.54
us-dc 2018-01-31T02:21:00Z,71.18
us-dc 2018-01-31T02:22:00Z,57.87
us-dc 2018-01-31T02:23:00Z,83.07
us-dc 2018-01-31T02:24:00Z,58.08
us-dc 2018-01-31T02:25:00Z,52.34
us-dc 2018-01-31T02:26:00Z,47.91
us-dc 2018-01-31T02:27:00Z,75.53
us-dc 2018-01-31T02:28:00Z,67.23
us-dc 2018-01-31T02:29:00Z,80.68
us-dc 2018-01-31T02:30:00Z,55.91
us-dc 2018-01-31T02:31:00Z,64.7
us-dc 2018-01-31T02:32:00Z,51.49
us-dc 2018-01-31T02:33:00Z,55.51
us-dc 2018-01-31T02:34:00Z,52.87
us-dc 2018-01-31T02:35:00Z,55.35
us-dc 2018-01-31T02:36:00Z,57.72
us-dc 2018-01-31T02:37:00Z,65.36
us-dc 2018-01-31T02:38:00Z,56.89
us-dc 2018-01-31T02:39:00Z,68.84
us-dc 2018-01-31T02:40:00Z,49.7
us-dc 2018-01-31T02:41:00Z,53.76
us-dc 2018-01-31T02:42:00Z,72.15
us-dc 2018-01-31T02:43:00Z,67.72
us-dc 2018-01-31T02:44:00Z,70.18
us-dc 2018-01-31T02:45:00Z,54.8
us-dc 2018-01-31T02:46:00Z,63.15
us-dc 2018-01-31T02:47:00Z,57.92
us-dc 2018-01-31T02:48:00Z,36.32
us-dc 2018-01-31T02:49:00Z,33.91
us-dc 2018-01-31T02:50:00Z,40.53
us-dc 2018-01-31T02:51:00Z,41.51
us-dc 2018-01-31T02:52:00Z,45.74
us-dc 2018-01-31T02:53:00Z,41.61
us-dc 2018-01-31T02:54:00Z,60.19
us-dc 2018-01-31T02:55:00Z,38.95
us-dc 2018-01-31T02:56:00Z,38.35
us-dc 2018-01-31T02:57:00Z,63.33
us-dc 2018-01-31T02:58:00Z,77.55
us-dc 2018-01-31T02:59:00Z,61.17
us-dc 2018-01-31T03:00:00Z,43.55
us-dc 2018-01-31T03:01:00Z,61.42
us-dc 2018-01-31T03:02:00Z,53.99
us-dc 2018-01-31T03:03:00Z,69.19
us-dc 2018-01-31T03:04:00Z,44.81
us-dc 2018-01-31T03:05:00Z,48.24
us-dc 2018-01-31T03:06:00Z,44.51
us-dc 2018-01-31T03:07:00Z,57.83
us-dc 2018-01-31T03:08:00Z,39.68
us-dc 2018-01-31T03:09:00Z,31.23
us-dc 2018-01-31T03:10:00Z,57.27
us-dc 2018-01-31T03:11:00Z,54.91
us-dc 2018-01-31T03:12:00Z,39.21
us-dc 2018-01-31T03:13:00Z,44.08
us-dc 2018-01-31T03:14:00Z,40.18
us-dc 2018-01-31T03:15:00Z,51.27
us-dc 2018-01-31T03:16:00Z,47.02
us-dc 2018-01-31T03:17:00Z,41.7
us-dc 2018-01-31T03:18:00Z,69.15
us-dc 2018-01-31T03:19:00Z,54.02
us-dc 2018-01-31T03:20:00Z,38.1
us-dc 2018-01-31T03:21:00Z,56.91
us-dc 2018-01-31T03:22:00Z,43.95
us-dc 2018-01-31T03:23:00Z,52.3
us-dc 2018-01-31T03:24:00Z,39.31
us-dc 2018-01-31T03:25:00Z,38.93
us-dc 2018-01-31T03:26:00Z,50.23
us-dc 2018-01-31T03:27:00Z,64.04
us-dc 2018-01-31T03:28:00Z,43.85
us-dc 2018-01-31T03:29:00Z,66.26
us-dc 2018-01-31T03:30:00Z,39.98
us-fl 2018-01-31T02:10:00Z,23.17
us-fl 2018-01-31T02:11:00Z,22.23
us-fl 2018-01-31T02:12:00Z,20.78
us-fl 2018-01-31T02:13:00Z,19.5
us-fl 2018-01-31T02:14:00Z,20.43
us-fl 2018-01-31T02:15:00Z,16.62
us-fl 2018-01-31T02:16:00Z,16.68
us-fl 2018-01-31T02:17:00Z,16.88
us-fl 2018-01-31T02:18:00Z,19.48
us-fl 2018-01-31T02:19:00Z,18.44
us-fl 2018-01-31T02:20:00Z,21.58
us-fl 2018-01-31T02:21:00Z,19.85
us-fl 2018-01-31T02:22:00Z,17.81
us-fl 2018-01-31T02:23:00Z,15.29
us-fl 2018-01-31T02:24:00Z,18.95
us-fl 2018-01-31T02:25:00Z,17.33
us-fl 2018-01-31T02:26:00Z,14.61
us-fl 2018-01-31T02:27:00Z,15.66
us-fl 2018-01-31T02:28:00Z,17.08
us-fl 2018-01-31T02:29:00Z,16.81
us-fl 2018-01-31T02:30:00Z,16.62
us-fl 2018-01-31T02:31:00Z,15.82
us-fl 2018-01-31T02:32:00Z,14.9
us-fl 2018-01-31T02:33:00Z,18.19
us-fl 2018-01-31T02:34:00Z,17.29
us-fl 2018-01-31T02:35:00Z,18.3
us-fl 2018-01-31T02:36:00Z,17.24
us-fl 2018-01-31T02:37:00Z,16.31
us-fl 2018-01-31T02:38:00Z,18.78
us-fl 2018-01-31T02:39:00Z,19
us-fl 2018-01-31T02:40:00Z,18.21
us-fl 2018-01-31T02:41:00Z,18.54
us-fl 2018-01-31T02:42:00Z,15.63
us-fl 2018-01-31T02:43:00Z,16.63
us-fl 2018-01-31T02:44:00Z,18
us-fl 2018-01-31T02:45:00Z,18.85
us-fl 2018-01-31T02:46:00Z,18.45
us-fl 2018-01-31T02:47:00Z,25.77
us-fl 2018-01-31T02:48:00Z,19.33
us-fl 2018-01-31T02:49:00Z,13.82
us-fl 2018-01-31T02:50:00Z,12.86
us-fl 2018-01-31T02:51:00Z,14.78
us-fl 2018-01-31T02:52:00Z,15.01
us-fl 2018-01-31T02:53:00Z,14.87
us-fl 2018-01-31T02:54:00Z,15.36
us-fl 2018-01-31T02:55:00Z,13.48
us-fl 2018-01-31T02:56:00Z,13.65
us-fl 2018-01-31T02:57:00Z,30.56
us-fl 2018-01-31T02:58:00Z,24.47
us-fl 2018-01-31T02:59:00Z,29.14
us-fl 2018-01-31T03:00:00Z,21.2
us-fl 2018-01-31T03:01:00Z,18.89
us-fl 2018-01-31T03:02:00Z,18.62
us-fl 2018-01-31T03:03:00Z,20.05
us-fl 2018-01-31T03:04:00Z,17.58
us-fl 2018-01-31T03:05:00Z,15.82
us-fl 2018-01-31T03:06:00Z,14.13
us-fl 2018-01-31T03:07:00Z,18.36
us-fl 2018-01-31T03:08:00Z,18.25
us-fl 2018-01-31T03:09:00Z,16.86
us-fl 2018-01-31T03:10:00Z,15.31
us-fl 2018-01-31T03:11:00Z,14.16
us-fl 2018-01-31T03:12:00Z,15.01
us-fl 2018-01-31T03:13:00Z,15.98
us-fl 2018-01-31T03:14:00Z,17.07
us-fl 2018-01-31T03:15:00Z,15.44
us-fl 2018-01-31T03:16:00Z,19.25
us-fl 2018-01-31T03:17:00Z,16.42
us-fl 2018-01-31T03:18:00Z,17.04
us-fl 2018-01-31T03:19:00Z,14.41
us-fl 2018-01-31T03:20:00Z,16.24
us-fl 2018-01-31T03:21:00Z,14.77
us-fl 2018-01-31T03:22:00Z,15.56
us-fl 2018-01-31T03:23:00Z,13.68
us-fl 2018-01-31T03:24:00Z,12.01
us-fl 2018-01-31T03:25:00Z,13.19
us-fl 2018-01-31T03:26:00Z,19.28
us-fl 2018-01-31T03:27:00Z,17.7
us-fl 2018-01-31T03:28:00Z,21.08
us-fl 2018-01-31T03:29:00Z,21.84
us-fl 2018-01-31T03:30:00Z,21.39
us-ga 2018-01-31T02:10:00Z,20.83
us-ga 2018-01-31T02:11:00Z,22.75
us-ga 2018-01-31T02:12:00Z,19.81
us-ga 2018-01-31T02:13:00Z,22.09
us-ga 2018-01-31T02:14:00Z,16.4
us-ga 2018-01-31T02:15:00Z,16.76
us-ga 2018-01-31T02:16:00Z,18.18
us-ga 2018-01-31T02:17:00Z,18.75
us-ga 2018-01-31T02:18:00Z,19.72
us-ga 2018-01-31T02:19:00Z,19.15
us-ga 2018-01-31T02:20:00Z,21.07
us-ga 2018-01-31T02:21:00Z,17.77
us-ga 2018-01-31T02:22:00Z,16.49
us-ga 2018-01-31T02:23:00Z,14.31
us-ga 2018-01-31T02:24:00Z,19.64
us-ga 2018-01-31T02:25:00Z,17.59
us-ga 2018-01-31T02:26:00Z,15.12
us-ga 2018-01-31T02:27:00Z,19.2
us-ga 2018-01-31T02:28:00Z,17.4
us-ga 2018-01-31T02:29:00Z,15.49
us-ga 2018-01-31T02:30:00Z,17.46
us-ga 2018-01-31T02:31:00Z,12.91
us-ga 2018-01-31T02:32:00Z,16.94
us-ga 2018-01-31T02:33:00Z,20.48
us-ga 2018-01-31T02:34:00Z,19.89
us-ga 2018-01-31T02:35:00Z,20.24
us-ga 2018-01-31T02:36:00Z,18.12
us-ga 2018-01-31T02:37:00Z,15.39
us-ga 2018-01-31T02:38:00Z,20.35
us-ga 2018-01-31T02:39:00Z,15.93
us-ga 2018-01-31T02:40:00Z,18.74
us-ga 2018-01-31T02:41:00Z,17.02
us-ga 2018-01-31T02:42:00Z,16.7
us-ga 2018-01-31T02:43:00Z,16.01
us-ga 2018-01-31T02:44:00Z,15.92
us-ga 2018-01-31T02:45:00Z,16.75
us-ga 2018-01-31T02:46:00Z,20.54
us-ga 2018-01-31T02:47:00Z,25.14
us-ga 2018-01-31T02:48:00Z,17.09
us-ga 2018-01-31T02:49:00Z,13.05
us-ga 2018-01-31T02:50:00Z,12.75
us-ga 2018-01-31T02:51:00Z,13.61
us-ga 2018-01-31T02:52:00Z,14.34
us-ga 2018-01-31T02:53:00Z,17.77
us-ga 2018-01-31T02:54:00Z,14.37
us-ga 2018-01-31T02:55:00Z,15.76
us-ga 2018-01-31T02:56:00Z,14.31
us-ga 2018-01-31T02:57:00Z,28.7
us-ga 2018-01-31T02:58:00Z,24.34
us-ga 2018-01-31T02:59:00Z,29.32
us-ga 2018-01-31T03:00:00Z,21.39
us-ga 2018-01-31T03:01:00Z,17.83
us-ga 2018-01-31T03:02:00Z,18.75
us-ga 2018-01-31T03:03:00Z,16.28
us-ga 2018-01-31T03:04:00Z,19.02
us-ga 2018-01-31T03:05:00Z,15.53
us-ga 2018-01-31T03:06:00Z,11.56
us-ga 2018-01-31T03:07:00Z,15.99
us-ga 2018-01-31T03:08:00Z,16.97
us-ga 2018-01-31T03:09:00Z,14.4
us-ga 2018-01-31T03:10:00Z,18.37
us-ga 2018-01-31T03:11:00Z,13.48
us-ga 2018-01-31T03:12:00Z,12.68
us-ga 2018-01-31T03:13:00Z,15.29
us-ga 2018-01-31T03:14:00Z,16.99
us-ga 2018-01-31T03:15:00Z,17.41
us-ga 2018-01-31T03:16:00Z,15.68
us-ga 2018-01-31T03:17:00Z,15.85
us-ga 2018-01-31T03:18:00Z,17.86
us-ga 2018-01-31T03:19:00Z,16.65
us-ga 2018-01-31T03:20:00Z,16.14
us-ga 2018-01-31T03:21:00Z,15.16
us-ga 2018-01-31T03:22:00Z,12.09
us-ga 2018-01-31T03:23:00Z,13.07
us-ga 2018-01-31T03:24:00Z,12.74
us-ga 2018-01-31T03:25:00Z,12.62
us-ga 2018-01-31T03:26:00Z,20.09
us-ga 2018-01-31T03:27:00Z,16.3
us-ga 2018-01-31T03:28:00Z,18.71
us-ga 2018-01-31T03:29:00Z,20.29
us-ga 2018-01-31T03:30:00Z,19.89
us-hi 2018-01-31T02:10:00Z,23.94
us-hi 2018-01-31T02:11:00Z,10.62
us-hi 2018-01-31T02:12:00Z,7.8
us-hi 2018-01-31T02:13:00Z,13.57
us-hi 2018-01-31T02:14:00Z,8.87
us-hi 2018-01-31T02:15:00Z,11.95
us-hi 2018-01-31T02:16:00Z,19.09
us-hi 2018-01-31T02:17:00Z,16.75
us-hi 2018-01-31T02:18:00Z,10.73
us-hi 2018-01-31T02:19:00Z,17.69
us-hi 2018-01-31T02:20:00Z,25.62
us-hi 2018-01-31T02:21:00Z,17
us-hi 2018-01-31T02:22:00Z,13
us-hi 2018-01-31T02:23:00Z,12.99
us-hi 2018-01-31T02:24:00Z,17.39
us-hi 2018-01-31T02:25:00Z,12.98
us-hi 2018-01-31T02:26:00Z,17.45
us-hi 2018-01-31T02:27:00Z,8.24
us-hi 2018-01-31T02:28:00Z,7.37
us-hi 2018-01-31T02:29:00Z,11.71
us-hi 2018-01-31T02:30:00Z,18.29
us-hi 2018-01-31T02:31:00Z,18.01
us-hi 2018-01-31T02:32:00Z,10.88
us-hi 2018-01-31T02:33:00Z,7.38
us-hi 2018-01-31T02:34:00Z,16.94
us-hi 2018-01-31T02:35:00Z,12.66
us-hi 2018-01-31T02:36:00Z,13.27
us-hi 2018-01-31T02:37:00Z,21.97
us-hi 2018-01-31T02:38:00Z,12.9
us-hi 2018-01-31T02:39:00Z,18.65
us-hi 2018-01-31T02:40:00Z,10.54
us-hi 2018-01-31T02:41:00Z,15.57
us-hi 2018-01-31T02:42:00Z,12.51
us-hi 2018-01-31T02:43:00Z,14.85
us-hi 2018-01-31T02:44:00Z,13.6
us-hi 2018-01-31T02:45:00Z,8.5
us-hi 2018-01-31T02:46:00Z,11.74
us-hi 2018-01-31T02:47:00Z,8.79
us-hi 2018-01-31T02:48:00Z,11.75
us-hi 2018-01-31T02:49:00Z,6.74
us-hi 2018-01-31T02:50:00Z,4.49
us-hi 2018-01-31T02:51:00Z,17.14
us-hi 2018-01-31T02:52:00Z,14.75
us-hi 2018-01-31T02:53:00Z,10.38
us-hi 2018-01-31T02:54:00Z,21.63
us-hi 2018-01-31T02:55:00Z,7.44
us-hi 2018-01-31T02:56:00Z,10.69
us-hi 2018-01-31T02:57:00Z,12.34
us-hi 2018-01-31T02:58:00Z,20.66
us-hi 2018-01-31T02:59:00Z,14.37
us-hi 2018-01-31T03:00:00Z,10.15
us-hi 2018-01-31T03:01:00Z,16.8
us-hi 2018-01-31T03:02:00Z,7.76
us-hi 2018-01-31T03:03:00Z,9.22
us-hi 2018-01-31T03:04:00Z,8.74
us-hi 2018-01-31T03:05:00Z,9.36
us-hi 2018-01-31T03:06:00Z,8.16
us-hi 2018-01-31T03:07:00Z,16.04
us-hi 2018-01-31T03:08:00Z,12.07
us-hi 2018-01-31T03:09:00Z,9.64
us-hi 2018-01-31T03:10:00Z,10.18
us-hi 2018-01-31T03:11:00Z,10.15
us-hi 2018-01-31T03:12:00Z,9.51
us-hi 2018-01-31T03:13:00Z,5.52
us-hi 2018-01-31T03:14:00Z,17.34
us-hi 2018-01-31T03:15:00Z,16.18
us-hi 2018-01-31T03:16:00Z,12.91
us-hi 2018-01-31T03:17:00Z,13.26
us-hi 2018-01-31T03:18:00Z,6.81
us-hi 2018-01-31T03:19:00Z,13.23
us-hi 2018-01-31T03:20:00Z,16.78
us-hi 2018-01-31T03:21:00Z,12.16
us-hi 2018-01-31T03:22:00Z,6.51
us-hi 2018-01-31T03:23:00Z,11.94
us-hi 2018-01-31T03:24:00Z,12.85
us-hi 2018-01-31T03:25:00Z,17.17
us-hi 2018-01-31T03:26:00Z,13.35
us-hi 2018-01-31T03:27:00Z,18.73
us-hi 2018-01-31T03:28:00Z,10.23
us-hi 2018-01-31T03:29:00Z,16.88
us-hi 2018-01-31T03:30:00Z,14.24
us-id 2018-01-31T02:10:00Z,25.59
us-id 2018-01-31T02:11:00Z,28.81
us-id 2018-01-31T02:12:00Z,27.27
us-id 2018-01-31T02:13:00Z,11.68
us-id 2018-01-31T02:14:00Z,22.72
us-id 2018-01-31T02:15:00Z,33.92
us-id 2018-01-31T02:16:00Z,18.45
us-id 2018-01-31T02:17:00Z,19.38
us-id 2018-01-31T02:18:00Z,24.28
us-id 2018-01-31T02:19:00Z,24.33
us-id 2018-01-31T02:20:00Z,36.11
us-id 2018-01-31T02:21:00Z,20.08
us-id 2018-01-31T02:22:00Z,17.42
us-id 2018-01-31T02:23:00Z,21.13
us-id 2018-01-31T02:24:00Z,20.83
us-id 2018-01-31T02:25:00Z,19.55
us-id 2018-01-31T02:26:00Z,15.4
us-id 2018-01-31T02:27:00Z,15.77
us-id 2018-01-31T02:28:00Z,27.69
us-id 2018-01-31T02:29:00Z,22.29
us-id 2018-01-31T02:30:00Z,21.61
us-id 2018-01-31T02:31:00Z,17.64
us-id 2018-01-31T02:32:00Z,15.53
us-id 2018-01-31T02:33:00Z,23.67
us-id 2018-01-31T02:34:00Z,16.79
us-id 2018-01-31T02:35:00Z,13.58
us-id 2018-01-31T02:36:00Z,21.36
us-id 2018-01-31T02:37:00Z,19.68
us-id 2018-01-31T02:38:00Z,21.75
us-id 2018-01-31T02:39:00Z,23.41
us-id 2018-01-31T02:40:00Z,20.53
us-id 2018-01-31T02:41:00Z,18.66
us-id 2018-01-31T02:42:00Z,20.45
us-id 2018-01-31T02:43:00Z,10.57
us-id 2018-01-31T02:44:00Z,17.64
us-id 2018-01-31T02:45:00Z,25.1
us-id 2018-01-31T02:46:00Z,9.33
us-id 2018-01-31T02:47:00Z,29.05
us-id 2018-01-31T02:48:00Z,15.77
us-id 2018-01-31T02:49:00Z,12.35
us-id 2018-01-31T02:50:00Z,15.1
us-id 2018-01-31T02:51:00Z,19.01
us-id 2018-01-31T02:52:00Z,14.7
us-id 2018-01-31T02:53:00Z,14.6
us-id 2018-01-31T02:54:00Z,8.99
us-id 2018-01-31T02:55:00Z,20.32
us-id 2018-01-31T02:56:00Z,13.06
us-id 2018-01-31T02:57:00Z,29.87
us-id 2018-01-31T02:58:00Z,28.01
us-id 2018-01-31T02:59:00Z,31.27
us-id 2018-01-31T03:00:00Z,19.87
us-id 2018-01-31T03:01:00Z,12.75
us-id 2018-01-31T03:02:00Z,11.06
us-id 2018-01-31T03:03:00Z,18.89
us-id 2018-01-31T03:04:00Z,25.39
us-id 2018-01-31T03:05:00Z,16.99
us-id 2018-01-31T03:06:00Z,18.47
us-id 2018-01-31T03:07:00Z,21.99
us-id 2018-01-31T03:08:00Z,14.53
us-id 2018-01-31T03:09:00Z,24.12
us-id 2018-01-31T03:10:00Z,21.1
us-id 2018-01-31T03:11:00Z,26.13
us-id 2018-01-31T03:12:00Z,15.99
us-id 2018-01-31T03:13:00Z,17.89
us-id 2018-01-31T03:14:00Z,18.75
us-id 2018-01-31T03:15:00Z,23.8
us-id 2018-01-31T03:16:00Z,15.6
us-id 2018-01-31T03:17:00Z,20.38
us-id 2018-01-31T03:18:00Z,20.2
us-id 2018-01-31T03:19:00Z,15.21
us-id 2018-01-31T03:20:00Z,20.07
us-id 2018-01-31T03:21:00Z,21.35
us-id 2018-01-31T03:22:00Z,15.63
us-id 2018-01-31T03:23:00Z,16.78
us-id 2018-01-31T03:24:00Z,14.38
us-id 2018-01-31T03:25:00Z,22.25
us-id 2018-01-31T03:26:00Z,17.96
us-id 2018-01-31T03:27:00Z,25.05
us-id 2018-01-31T03:28:00Z,19.97
us-id 2018-01-31T03:29:00Z,20.48
us-id 2018-01-31T03:30:00Z,19.07
us-il 2018-01-31T02:10:00Z,24.39
us-il 2018-01-31T02:11:00Z,26.54
us-il 2018-01-31T02:12:00Z,26.72
us-il 2018-01-31T02:13:00Z,24.26
us-il 2018-01-31T02:14:00Z,23.93
us-il 2018-01-31T02:15:00Z,20
us-il 2018-01-31T02:16:00Z,23.19
us-il 2018-01-31T02:17:00Z,21.82
us-il 2018-01-31T02:18:00Z,25.18
us-il 2018-01-31T02:19:00Z,26.83
us-il 2018-01-31T02:20:00Z,26.59
us-il 2018-01-31T02:21:00Z,26.74
us-il 2018-01-31T02:22:00Z,21.2
us-il 2018-01-31T02:23:00Z,20.83
us-il 2018-01-31T02:24:00Z,22.32
us-il 2018-01-31T02:25:00Z,21.08
us-il 2018-01-31T02:26:00Z,18.02
us-il 2018-01-31T02:27:00Z,19.58
us-il 2018-01-31T02:28:00Z,18.11
us-il 2018-01-31T02:29:00Z,23.62
us-il 2018-01-31T02:30:00Z,19.62
us-il 2018-01-31T02:31:00Z,20.38
us-il 2018-01-31T02:32:00Z,21.09
us-il 2018-01-31T02:33:00Z,23.64
us-il 2018-01-31T02:34:00Z,25.27
us-il 2018-01-31T02:35:00Z,21.74
us-il 2018-01-31T02:36:00Z,22.13
us-il 2018-01-31T02:37:00Z,23.05
us-il 2018-01-31T02:38:00Z,24.5
us-il 2018-01-31T02:39:00Z,24.95
us-il 2018-01-31T02:40:00Z,19.8
us-il 2018-01-31T02:41:00Z,18.32
us-il 2018-01-31T02:42:00Z,20.26
us-il 2018-01-31T02:43:00Z,20.8
us-il 2018-01-31T02:44:00Z,19.23
us-il 2018-01-31T02:45:00Z,21.13
us-il 2018-01-31T02:46:00Z,21.11
us-il 2018-01-31T02:47:00Z,24.57
us-il 2018-01-31T02:48:00Z,20.91
us-il 2018-01-31T02:49:00Z,18.52
us-il 2018-01-31T02:50:00Z,16.96
us-il 2018-01-31T02:51:00Z,16.74
us-il 2018-01-31T02:52:00Z,19.84
us-il 2018-01-31T02:53:00Z,17.71
us-il 2018-01-31T02:54:00Z,20.91
us-il 2018-01-31T02:55:00Z,17.37
us-il 2018-01-31T02:56:00Z,19.58
us-il 2018-01-31T02:57:00Z,32.17
us-il 2018-01-31T02:58:00Z,27.16
us-il 2018-01-31T02:59:00Z,31.48
us-il 2018-01-31T03:00:00Z,21.65
us-il 2018-01-31T03:01:00Z,22.36
us-il 2018-01-31T03:02:00Z,20.72
us-il 2018-01-31T03:03:00Z,20.89
us-il 2018-01-31T03:04:00Z,23.09
us-il 2018-01-31T03:05:00Z,19.58
us-il 2018-01-31T03:06:00Z,17.42
us-il 2018-01-31T03:07:00Z,23.1
us-il 2018-01-31T03:08:00Z,21.02
us-il 2018-01-31T03:09:00Z,17.61
us-il 2018-01-31T03:10:00Z,22.05
us-il 2018-01-31T03:11:00Z,19.8
us-il 2018-01-31T03:12:00Z,15.54
us-il 2018-01-31T03:13:00Z,23.3
us-il 2018-01-31T03:14:00Z,20.31
us-il 2018-01-31T03:15:00Z,18.94
us-il 2018-01-31T03:16:00Z,22.4
us-il 2018-01-31T03:17:00Z,19.92
us-il 2018-01-31T03:18:00Z,22.29
us-il 2018-01-31T03:19:00Z,18.71
us-il 2018-01-31T03:20:00Z,17.72
us-il 2018-01-31T03:21:00Z,20.43
us-il 2018-01-31T03:22:00Z,20.52
us-il 2018-01-31T03:23:00Z,17.64
us-il 2018-01-31T03:24:00Z,14.79
us-il 2018-01-31T03:25:00Z,17.18
us-il 2018-01-31T03:26:00Z,23.22
us-il 2018-01-31T03:27:00Z,19.96
us-il 2018-01-31T03:28:00Z,22.45
us-il 2018-01-31T03:29:00Z,21.19
us-il 2018-01-31T03:30:00Z,23.11
us-in 2018-01-31T02:10:00Z,20.94
us-in 2018-01-31T02:11:00Z,23.6
us-in 2018-01-31T02:12:00Z,20.18
us-in 2018-01-31T02:13:00Z,20.87
us-in 2018-01-31T02:14:00Z,20.66
us-in 2018-01-31T02:15:00Z,18.7
us-in 2018-01-31T02:16:00Z,21.4
us-in 2018-01-31T02:17:00Z,21.55
us-in 2018-01-31T02:18:00Z,24.8
us-in 2018-01-31T02:19:00Z,27.19
us-in 2018-01-31T02:20:00Z,27.33
us-in 2018-01-31T02:21:00Z,19.84
us-in 2018-01-31T02:22:00Z,18.28
us-in 2018-01-31T02:23:00Z,19.4
us-in 2018-01-31T02:24:00Z,19.61
us-in 2018-01-31T02:25:00Z,20
us-in 2018-01-31T02:26:00Z,16.15
us-in 2018-01-31T02:27:00Z,16.65
us-in 2018-01-31T02:28:00Z,20.31
us-in 2018-01-31T02:29:00Z,17.56
us-in 2018-01-31T02:30:00Z,19.7
us-in 2018-01-31T02:31:00Z,15
us-in 2018-01-31T02:32:00Z,19.6
us-in 2018-01-31T02:33:00Z,19.08
us-in 2018-01-31T02:34:00Z,21.44
us-in 2018-01-31T02:35:00Z,22.28
us-in 2018-01-31T02:36:00Z,18.12
us-in 2018-01-31T02:37:00Z,18.25
us-in 2018-01-31T02:38:00Z,22.08
us-in 2018-01-31T02:39:00Z,19.2
us-in 2018-01-31T02:40:00Z,18.14
us-in 2018-01-31T02:41:00Z,18.4
us-in 2018-01-31T02:42:00Z,16.59
us-in 2018-01-31T02:43:00Z,15.62
us-in 2018-01-31T02:44:00Z,17.65
us-in 2018-01-31T02:45:00Z,17.92
us-in 2018-01-31T02:46:00Z,24.12
us-in 2018-01-31T02:47:00Z,22.48
us-in 2018-01-31T02:48:00Z,18.86
us-in 2018-01-31T02:49:00Z,14.73
us-in 2018-01-31T02:50:00Z,12.08
us-in 2018-01-31T02:51:00Z,15.4
us-in 2018-01-31T02:52:00Z,18.98
us-in 2018-01-31T02:53:00Z,17.39
us-in 2018-01-31T02:54:00Z,16.01
us-in 2018-01-31T02:55:00Z,12.51
us-in 2018-01-31T02:56:00Z,15.59
us-in 2018-01-31T02:57:00Z,27.72
us-in 2018-01-31T02:58:00Z,23.05
us-in 2018-01-31T02:59:00Z,26.22
us-in 2018-01-31T03:00:00Z,19.44
us-in 2018-01-31T03:01:00Z,17.48
us-in 2018-01-31T03:02:00Z,24.18
us-in 2018-01-31T03:03:00Z,18.6
